hotel_name,hotel_desc,address,review_score,review_title,reviews
Penginapan Prima,"Located only 1 km from Malioboro Mall, Kos harian prima 08 is a holiday home ideally set in Yogyakarta. This holiday home is a 12-minute walk from Malioboro Street.","Gedongtengen, Yogyakarta


Show on map",5.8,Review score,9 reviews
Bi.es Homestay,"Set in Yogyakarta, 1.1 km from Malioboro Mall and 1.8 km from Yogyakarta Presidential Palace, Bi.es Homestay offers free WiFi and air conditioning.","Gedongtengen, Yogyakarta


Show on map",4.7,Review score,3 reviews
Pondok Ijo Guesthouse & Restaurant,"Nestled within a large garden, Pondok Ijo Guesthouse & Restaurant is less than a 5-minute drive from Taman Sari Water Castle.","Mantrijeron, Yogyakarta


Show on map",8.7,Fabulous,213 reviews
OYO 1277 Pondok Damai Syariah,"Set in Yogyakarta, 13 km from Malioboro Mall, OYO 1277 Pondok Damai Syariah features views of the pool.","Yogyakarta


Show on map",5.3,Review score,4 reviews
OYO 583 Royal Gejayan Homestay,"Ideally situated in the Catur Tunggal district of Yogyakarta, OYO 583 Royal Gejayan Homestay is situated 2.8 km from Tugu Monument, 5 km from Malioboro Mall and 6 km from Fort Vredeburg.","Catur Tunggal, Yogyakarta


Show on map",8.3,Very good,17 reviews
Pendowo Huis Guest House,"Offering a 24-hour front desk, Pendowo Huis Guest House is located in Yogyakarta. Free WiFi access is available throughout the property.","Catur Tunggal, Yogyakarta


Show on map",8.3,Very good,15 reviews
OYO 426 Hotel Gading Resto,"Offering an outdoor pool and a restaurant, OYO 426 Hotel Gading Resto is located in Yogyakarta. Free WiFi access is available. Rooms are provided with a flat screen TV, air conditioning and a terrace....","Mergangsan, Yogyakarta


Show on map",6.8,Review score,11 reviews
Hoz Bed & Breakfast,"Situated in Yogyakarta, 2.5 km from Museum Sonobudoyo, Hoz Bed & Breakfast features accommodation with a shared lounge, free private parking, a garden and a terrace.","Mantrijeron, Yogyakarta


Show on map",8.5,Very good,24 reviews
RedDoorz near Terminal Condong Catur,"Situated in Yogyakarta, 5 km from Tugu Monument, RedDoorz near Terminal Condong Catur features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.2,Good,6 reviews
SPOT ON 2107 Ijo Pupus Syariah Residence,"Set within 3.7 km of Scientific Park and 3.7 km of Sultan's Palace, SPOT ON 2107 Ijo Pupus Syariah Residence offers rooms with air conditioning and a shared bathroom in Yogyakarta.","Kotagede, Yogyakarta


Show on map",7.2,Good,5 reviews
Omah Konco Yogyakarta,"Set in Yogyakarta, 1.7 km from Museum Sonobudoyo, Omah Konco Yogyakarta offers air-conditioned rooms and a garden.","Kraton, Yogyakarta


Show on map",8.6,Fabulous,277 reviews
Banana Homestay,"Set in Yogyakarta, 6 km from Tugu Monument, Banana Homestay features free WiFi access and free private parking. The rooms include air conditioning, a cable TV and an electric kettle.","Yogyakarta


Show on map",8.5,Very good,5 reviews
S5 Guest House Yogyakarta,"Located in Yogyakarta, within 1.3 km of Scientific Park and 1.3 km of Sultan's Palace, S5 Guest House Yogyakarta provides accommodation with a garden and free WiFi as well as free private parking for...","Mergangsan, Yogyakarta


Show on map",9.2,Superb,7 reviews
Kotagede Heritage Homestay,"Conveniently set in the Kotagede district of Yogyakarta, Kotagede Heritage Homestay is located 5 km from Scientific Park, 5 km from Sultan's Palace and 6 km from Fort Vredeburg.","Kotagede, Yogyakarta


Show on map",8.0,Very good,12 reviews
OYO LIFE 2339 Jennaira Syariah,"Ideally situated in the Tegalrejo district of Yogyakarta, OYO LIFE 2339 Jennaira Syariah is situated 3.1 km from Tugu Monument, 3.6 km from Malioboro Mall and 4.4 km from Museum Sonobudoyo.","Tegalrejo, Yogyakarta


Show on map",7.8,Good,8 reviews
SPOT ON 2754 Miyagi Guesthouse,"Located in Yogyakarta, 14 km from Tugu Monument, SPOT ON 2754 Miyagi Residence provides accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.0,Good,4 reviews
Grass Root Homestay,"Set 8 km from Scientific Park, Grass Root Homestay offers free bikes, a shared lounge and air-conditioned accommodation with a balcony and free WiFi.","Yogyakarta


Show on map",9.0,Superb,44 reviews
OYO 2469 Cashlez Homestay,"Well located in the Danurejan district of Yogyakarta, OYO 2469 Cashlez Homestay is located 1.7 km from Tugu Monument, 2.1 km from Scientific Park and 2.1 km from Sultan's Palace.","Danurejan, Yogyakarta


Show on map",6.9,Review score,10 reviews
Homestay Dipo 71,"Situated in Yogyakarta in the Yogyakarta Province region, with Tugu Monument nearby, Homestay Dipo 71 features accommodation with free WiFi and free private parking.","Jetis, Yogyakarta


Show on map",6.2,Review score,39 reviews
Kembar Guesthouse,"Kembar Guesthouse is set in Yogyakarta, 600 metres from Museum Sonobudoyo. Every room at this guest house is air conditioned. Certain rooms feature a seating area to relax in after a busy day.","Ngampilan, Yogyakarta


Show on map",7.7,Good,13 reviews
Gado-gado BnB,"Set in Yogyakarta in the Yogyakarta Province region and Tugu Monument reachable within 17 km, Gado-gado BnB offers accommodation with free WiFi, BBQ facilities, free bikes and free private parking.","Yogyakarta


Show on map",9.3,Superb,67 reviews
Mamagayo inn,"Located in Yogyakarta in the Yogyakarta Province region, with Taman Sari Water Castle nearby, Mamagayo inn provides accommodation with free WiFi and free private parking.","Mantrijeron, Yogyakarta


Show on map",8.1,Very good,23 reviews
D'Angkring Wisma Sarjana,"Situated in Yogyakarta, 6 km from Tugu Monument, D'Angkring Wisma Sarjana features accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",4.7,Review score,6 reviews
RedDoorz near Universitas Islam Indonesia,"Located in Yogyakarta, 14 km from Tugu Monument, RedDoorz near Universitas Islam Indonesia provides accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.8,Fabulous,5 reviews
Mas Gun Guest House,"Set in Yogyakarta, within 2.9 km of Scientific Park and 3 km of Sultan's Palace, Mas Gun Guest House offers accommodation with a terrace and free WiFi as well as free private parking for guests who...","Mergangsan, Yogyakarta


Show on map",8.0,Very good,3 reviews
OYO 1593 Pondok Garini Syariah,"Situated in Yogyakarta, 6 km from Tugu Monument, OYO 1593 Pondok Garini Syariah features air-conditioned rooms with free WiFi and express check-in and check-out.","Catur Tunggal, Yogyakarta


Show on map",8.4,Very good,14 reviews
JJ House Wahid Hasyim,"Boasting a terrace, JJ House Wahid Hasyim is situated in Yogyakarta in the Yogyakarta Province region, 5 km from Tugu Monument and 7 km from Malioboro Mall.","Yogyakarta


Show on map",7.5,Good,3 reviews
Pendopo Andari Homestay,"Featuring free WiFi and a garden terrace with a seating area, Pendopo Andari Homestay offers a cosy and friendly accommodation in Yogyakarta.","Gondomanan, Yogyakarta


Show on map",8.6,Fabulous,142 reviews
OYO 1419 Rhona Guest House Syariah Near RSUD Kota Yogyakarta,"Set in Yogyakarta, 7 km from Scientific Park, OYO 1419 Rhona Guest House Syariah Near RSUD Kota Yogyakarta features views of the city.","Yogyakarta


Show on map",8.3,Very good,8 reviews
Omah Ambarukmo,"Situated within 5 km of Tugu Monument and 7 km of Malioboro Mall, Omah Ambarukmo features rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",6.3,Review score,6 reviews
OYO 3788 Bellinn Kost Exclusive,"In a prime location in the Catur Tunggal district of Yogyakarta, OYO 3788 Bellinn Kost Exclusive is located 3 km from Tugu Monument, 5 km from Malioboro Mall and 6 km from Yogyakarta Presidential...","Catur Tunggal, Yogyakarta


Show on map",4.3,Review score,3 reviews
MashBrow Hostel,"Featuring free WiFi, MashBrow Hostel is located in Yogyakarta, 3.6 km from Tugu Monument. Rooms have a private bathroom. A flat-screen TV is offered. The hostel also offers bike hire.","Yogyakarta


Show on map",7.9,Good,277 reviews
Losmen Setia Kawan,"Featuring a shared lounge and a garden, Losmen Setia Kawan is located in Yogyakarta, 600 metres from Malioboro Mall and 1.3 km from Yogyakarta Presidential Palace.","Gedongtengen, Yogyakarta


Show on map",7.3,Good,159 reviews
OYO 1073 Pogung W1 Exclusive,OYO 1073 Pogung W1 Exclusive features air-conditioned rooms with cable flat-screen TV in the Catur Tunggal district of Yogyakarta.,"Catur Tunggal, Yogyakarta


Show on map",7.2,Good,16 reviews
Kona Backpacker Rooms,"Located in Yogyakarta, within 6 km of Tugu Monument and 8 km of Malioboro Mall, Kona Backpacker Rooms provides accommodation with free bikes and as well as free private parking for guests who drive.","Yogyakarta


Show on map",7.1,Good,18 reviews
SPOT ON 2358 Aster Homestay,"Featuring free WiFi throughout the property, SPOT ON 2358 Aster Homestay is situated in Yogyakarta, 3.9 km from Tugu Monument and 5 km from Malioboro Mall.","Sinduadi, Yogyakarta


Show on map",6.4,Review score,7 reviews
One More Night Hostel,"Situated in Yogyakarta, within 2.7 km of Fort Vredeburg and 2.8 km of Scientific Park, One More Night Hostel features accommodation with a garden and free WiFi throughout the property as well as free...","Mantrijeron, Yogyakarta


Show on map",9.9,Exceptional,8 reviews
OYO 810 Idola Residence,OYO 810 Idola Residence is set in Yogyakarta. The property is located 5 km from Tugu Monument. The property offers a 24-hour front desk and free WiFi is available.,"Yogyakarta


Show on map",7.8,Good,17 reviews
OYO 2105 Hotel Sanca Inn,"OYO 2105 Hotel Sanca Inn is located in Yogyakarta, in the Wirobrajan district. This 2-star hotel offers a 24-hour front desk, a shared lounge and free WiFi.","Wirobrajan, Yogyakarta


Show on map",7.1,Good,20 reviews
OYO 1366 Kayoman Family Homestay Near RSI Hidayatullah,"In a prime location in the Umbulharjo district of Yogyakarta, OYO 1366 Kayoman Family Residence is located 5 km from Scientific Park, 5 km from Sultan's Palace and 5 km from Fort Vredeburg.","Umbulharjo, Yogyakarta


Show on map",6.4,Review score,7 reviews
OYO 1072 Kampung Condro Wulan Residence,"OYO 1072 Kampung Condro Wulan Residence is situated in Yogyakarta, within 6 km of Tugu Monument and 8 km of Malioboro Mall.","Yogyakarta


Show on map",8.7,Fabulous,17 reviews
OYO 1238 Hotel Perdana Near RS Bethesda,"Well set in the Gedongtengen district of Yogyakarta, OYO 1238 Hotel Perdana Near RS Bethesda is located less than 1 km from Malioboro Mall, 1.7 km from Yogyakarta Presidential Palace and 1.8 km from...","Gedongtengen, Yogyakarta


Show on map",7.0,Good,30 reviews
OYO 1680 Dahlia Guesthouse Near RSI Hidayatullah,"Situated 5 minutes’ drive from Big City, Dahlia Guest House provides free Wi-Fi access throughout this hotel.","Umbulharjo, Yogyakarta


Show on map",6.7,Review score,6 reviews
Janti Transit Room Syariah,"Set in Yogyakarta, within 5 km of Tugu Monument and 7 km of Malioboro Mall, Janti Transit Room Syariah offers accommodation with a garden and as well as free private parking for guests who drive.","Catur Tunggal, Yogyakarta


Show on map",6.5,Review score,28 reviews
Tasneem Hotel & Convention Yogyakarta,"Easily located just a 5-minute drive from the iconic Keraton Ngayogyakarta Hadiningrat in Yogyakarta, Tasneem Hotel & Convention Yogyakarta offers modern accommodation featuring free WiFi access...","Mergangsan, Yogyakarta


Show on map",6.8,Review score,32 reviews
Rifka Annisa Guesthouse Syariah,"Located in Yogyakarta, 5 km from Tugu Monument, OYO 1050 Rifka Annisa Guest House Syariah provides air-conditioned rooms with free WiFi and express check-in and check-out.","Tegalrejo, Yogyakarta


Show on map",8.8,Fabulous,103 reviews
Herry Home Stay_Jogja,"Herry Home Stay_Jogja is set in Yogyakarta, 7 km from Sultan's Palace and 8 km from Museum Sonobudoyo, in an area where fishing can be enjoyed.","Yogyakarta


Show on map",9.3,Superb,9 reviews
Odessa 1 - Ten minutes to Malioboro,"Set in Yogyakarta, 3.5 km from Malioboro Mall, Odessa Guesthouse offers accommodation with a shared lounge, free WiFi, a shared kitchen, and room service.","Yogyakarta


Show on map",8.9,Fabulous,5 reviews
Omah Pelem Yogya,"Located in Yogyakarta, within 3.6 km of Scientific Park and 3.7 km of Sultan's Palace, Omah Pelem Yogya offers accommodation with free WiFi, air conditioning, a shared lounge and a garden.","Umbulharjo, Yogyakarta


Show on map",9.3,Superb,3 reviews
ndalem eRPe,"Boasting pool views, ndalem eRPe features accommodation with free bikes, a shared lounge and a garden, around 1.4 km from Scientific Park.","Kraton, Yogyakarta


Show on map",9.1,Superb,8 reviews
Joglo Sawit Sari,"Offering garden views and a garden, Joglo Sawit Sari offers accommodation ideally located in Yogyakarta, within a short distance of Hartono Mall Yogyakarta.","Yogyakarta


Show on map",9.1,Superb,3 reviews
Yogyakarta Tropicana Villa,"Featuring garden views, Yogyakarta Tropicana Villa offers accommodation with a restaurant, an outdoor swimming pool and a garden, around 9 km from Museum Sonobudoyo.","Yogyakarta


Show on map",8.8,Fabulous,3 reviews
Agrapana Guesthouse 2,"Located within 6 km of Tugu Monument and 8 km of Malioboro Mall, Agrapana Guesthouse 2 provides rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",8.7,Fabulous,5 reviews
Puri Chorus Boutique Hotel,"A 10-minute drive from Yogyakarta’s major shopping malls, Puri Chorus Boutique Hotel offers modern rooms and free Wi-Fi in public areas. It provides free parking and has 24-hour reception.","Catur Tunggal, Yogyakarta


Show on map",5.6,Review score,3 reviews
Wilujeng Guest House,"Set in Yogyakarta, 4.1 km from Scientific Park, Wilujeng Guest House offers accommodation with a shared lounge, free WiFi, a 24-hour front desk, and a shared kitchen.","Umbulharjo, Yogyakarta


Show on map",8.3,Very good,7 reviews
Dyah Suminar House,"Situated in Yogyakarta, 3.4 km from Scientific Park, Dyah Suminar House features accommodation with free bikes, free private parking, a shared lounge and a garden.","Umbulharjo, Yogyakarta


Show on map",9.6,Exceptional,5 reviews
Awana Town House AT 37,"Located in Yogyakarta, 2.2 km from Scientific Park, Awana Town House AT 37 provides accommodation with a shared lounge, free WiFi, a shared kitchen, and room service.","Mantrijeron, Yogyakarta


Show on map",7.9,Good,3 reviews
Sumringah Homestay,"Situated 3.5 km from Malioboro Mall, Sumringah Homestay features accommodation with a shared lounge, a garden and a shared kitchen for your convenience. The homestay offers a terrace.","Yogyakarta


Show on map",9.2,Superb,17 reviews
Omahkoe Jongke,"Situated in Yogyakarta, 8 km from Tugu Monument, Omahkoe Jongke features accommodation with a shared lounge, free WiFi, a 24-hour front desk, and a shared kitchen.","Mlati, Yogyakarta


Show on map",8.8,Fabulous,3 reviews
Summergrass B&B,"Situated in Yogyakarta, 4 km from Scientific Park, Summergrass B&B features accommodation with free bikes, free WiFi, a shared kitchen, and a shared lounge.","Yogyakarta


Show on map",9.1,Superb,5 reviews
Jogja Backpacker Home,"Offering a terrace and views of the river, Jogja Backpacker Home is set in Yogyakarta, 400 metres from Malioboro Street. There is a shared kitchen at the property.","Danurejan, Yogyakarta


Show on map",8.9,Fabulous,19 reviews
OYO 1195 The Doctor's Guest House Syariah,"Featuring a garden and a terrace, OYO 1195 The Doctor's Guest House Syariah is set in Yogyakarta, 5 km from Tugu Monument and 7 km from Malioboro Mall.","Yogyakarta


Show on map",9.5,Exceptional,16 reviews
OYO 408 Graha Vege Jawi Syariah,"Situated in Yogyakarta, within 6 km of Scientific Park and 6 km of Sultan's Palace, OYO 408 Graha Vege Jawi Syariah provides accommodation with a restaurant.","Yogyakarta


Show on map",9.1,Superb,21 reviews
Aty Noor Homestay,"Located 4.3 km from Tugu Monument, Aty Noor Homestay provides accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",7.7,Good,3 reviews
Griya Bisma Homestay,"Featuring garden views, Griya Bisma Homestay features accommodation with a garden and a balcony, around 2.8 km from Tugu Monument. This homestay offers free private parking, room service and free...","Tegalrejo, Yogyakarta


Show on map",9.4,Superb,4 reviews
Losmen Alden,"Situated in Yogyakarta, 29 km from Museum Sonobudoyo, Losmen Alden features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",5.9,Review score,7 reviews
Kampoeng Joglo Boutique Hotel,"Set in Yogyakarta, 11 km from Tugu Monument, Kampoeng Joglo Boutique Hotel offers accommodation with a shared lounge, free private parking, a garden and a terrace.","Yogyakarta


Show on map",8.8,Fabulous,16 reviews
BB Homestay,"Located 2 km from Tugu Monument, BB Homestay provides accommodation with a garden, a terrace and room service for your convenience.","Gondokusuman, Yogyakarta


Show on map",7.7,Good,4 reviews
Tiga Dua Homestay,"Located 4.4 km from Scientific Park, Tiga Dua Homestay provides accommodation with free bikes, a shared lounge and a 24-hour front desk for your convenience.","Umbulharjo, Yogyakarta


Show on map",8.7,Fabulous,44 reviews
Kali Kala Yogyakarta,"Located in the Mantrijeron district in Yogyakarta, Kali Kala Yogyakarta offers a comfortable accommodation with free WiFi throughout the property.","Mantrijeron, Yogyakarta


Show on map",9.5,Exceptional,27 reviews
Ndalem Sorogenen Guesthouse,"Ndalem Sorogenen offers accommodation in Yogyakarta, 5 km from Prambanan Temple, and 1.5 km from Sambisari Temple. Every room has a flat-screen TV.","Yogyakarta


Show on map",6.5,Review score,4 reviews
Reddoorz Plus Syariah @ Monginsidi Guest House,"Set in Yogyakarta, within 1.8 km of Tugu Monument and 3.4 km of Malioboro Mall, Reddoorz Plus Syariah @ Monginsidi Guest House offers accommodation with a restaurant and free WiFi as well as free...","Jetis, Yogyakarta


Show on map",7.9,Good,6 reviews
E Kamar Jogja,"E Kamar Jogja features air-conditioned rooms with satellite flat-screen TV in the Kraton district of Yogyakarta. Boasting a tour desk, this property also provides guests with a terrace.","Kraton, Yogyakarta


Show on map",6.6,Review score,3 reviews
Glory Homestay,"Set in Yogyakarta, 2.1 km from Scientific Park, and Sultan's Palace reachable within 2.1 km, Glory Homestay offers a shared lounge, a terrace and free WiFi.","Mergangsan, Yogyakarta


Show on map",9.0,Superb,148 reviews
OYO 1196 Hotel Pura Puspa Rosa,"Boasting a garden, OYO 1196 Hotel Pura Puspa Rosa is situated in Yogyakarta in the Yogyakarta Province region, 3 km from Tugu Monument and 5 km from Malioboro Mall.","Catur Tunggal, Yogyakarta


Show on map",7.4,Good,9 reviews
Hotel Puspita,"Located in Yogyakarta, within 2.1 km of Scientific Park and 2.1 km of Sultan's Palace, Hotel Puspita provides accommodation with a garden and free WiFi throughout the property as well as free private...","Mantrijeron, Yogyakarta


Show on map",6.3,Review score,5 reviews
La Luna Resort Yogyakarta,"Set in Yogyakarta, 6 km from Tugu Monument, La Luna Resort Yogyakarta provides air-conditioned rooms and a garden.","Yogyakarta


Show on map",9.2,Superb,19 reviews
Embe Joglo Homestay,"Situated in Yogyakarta, 5 km from Tugu Monument, Embe Joglo Homestay features accommodation with a restaurant, free private parking, a garden and a terrace.","Yogyakarta


Show on map",9.6,Exceptional,7 reviews
OYO 722 Uno Residence,"Located strategically in Yogyakarta, UNO Guesthouse is only a 5-minute drive to Adisucipto International Airport.","Yogyakarta


Show on map",9.0,Superb,44 reviews
